id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,features,taxAssessments,propertyTaxes,zoning,owner,ownerOccupied
"1328-Forest-Ct,-Ann-Arbor,-MI-48104","1328 Forest Ct, Ann Arbor, MI 48104",1328 Forest Ct,,Ann Arbor,MI,48104,42.273751,-83.731737,Single Family,3.0,2.0,1176.0,2222.0,1917.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Concrete', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 6, 'unitCount': 1}","{'2023': {'year': 2023, 'value': 213300}, '2024': {'year': 2024, 'value': 223700}}","{'2022': {'year': 2022, 'total': 9329}, '2023': {'year': 2023, 'total': 12860}}",R4C,"{'names': ['1328 FOREST COURT ZA LLC'], 'mailingAddress': {'id': '414-Huntington-Pl,-Ann-Arbor,-MI-48104', 'formattedAddress': '414 Huntington Pl, Ann Arbor, MI 48104', 'addressLine1': '414 Huntington Pl', 'addressLine2': None, 'city': 'Ann Arbor', 'state': 'MI', 'stateFips': '26', 'zipCode': '48104'}}",False
"410-N-State-St,-Ann-Arbor,-MI-48104","410 N State St, Ann Arbor, MI 48104",410 N State St,,Ann Arbor,MI,48104,42.284251,-83.740888,Apartment,0.0,1.0,,,,,,,,,
"912-Brown-St,-Ann-Arbor,-MI-48104","912 Brown St, Ann Arbor, MI 48104",912 Brown St,,Ann Arbor,MI,48104,42.27022,-83.74865,Apartment,2.0,1.0,,,,,,,,,
"503-Hill-St,-Ann-Arbor,-MI-48104","503 Hill St, Ann Arbor, MI 48104",503 Hill St,,Ann Arbor,MI,48104,42.2718,-83.74308,Apartment,2.0,1.0,767.0,,,,,,,,
"208-W-Ann-St,---2,-Ann-Arbor,-MI-48104","208 W Ann St, # 2, Ann Arbor, MI 48104",208 W Ann St,# 2,Ann Arbor,MI,48104,42.282581,-83.750175,Apartment,2.0,2.0,,,,,,,,,
"330-Thompson-St,-Apt-1,-Ann-Arbor,-MI-48104","330 Thompson St, Apt 1, Ann Arbor, MI 48104",330 Thompson St,Apt 1,Ann Arbor,MI,48104,42.27856,-83.743212,Condo,6.0,2.0,,,,,,,,,
"536-S-4th-Ave,-Ann-Arbor,-MI-48104","536 S 4th Ave, Ann Arbor, MI 48104",536 S 4th Ave,,Ann Arbor,MI,48104,42.274926,-83.747958,Single Family,2.0,1.0,,,,,,,,,
"550-S-Ashley-St,-Ann-Arbor,-MI-48103","550 S Ashley St, Ann Arbor, MI 48103",550 S Ashley St,,Ann Arbor,MI,48103,42.274578,-83.750328,Apartment,1.0,1.0,,,,,,,,,
"727-Packard-St,-Ann-Arbor,-MI-48104","727 Packard St, Ann Arbor, MI 48104",727 Packard St,,Ann Arbor,MI,48104,42.270407,-83.739545,Apartment,3.0,1.0,,,,,,,,,
"808-Brown-St,-Apt-4,-Ann-Arbor,-MI-48104","808 Brown St, Apt 4, Ann Arbor, MI 48104",808 Brown St,Apt 4,Ann Arbor,MI,48104,42.271562,-83.748734,Multi-Family,2.0,1.0,,,,,,,,,
"215-N-State-St,-Ann-Arbor,-MI-48104","215 N State St, Ann Arbor, MI 48104",215 N State St,,Ann Arbor,MI,48104,42.282389,-83.741185,Apartment,0.0,1.0,,,1901.0,,,,,,
"1015-Church-St,-Ann-Arbor,-MI-48104","1015 Church St, Ann Arbor, MI 48104",1015 Church St,,Ann Arbor,MI,48104,42.269622,-83.73431,Apartment,1.0,1.0,,,,,,,,,
"324-E-Jefferson-St,-Ann-Arbor,-MI-48104","324 E Jefferson St, Ann Arbor, MI 48104",324 E Jefferson St,,Ann Arbor,MI,48104,42.276043,-83.751743,Apartment,1.0,1.0,,,,,,,,,
"825-Tappan-Ave,-Ann-Arbor,-MI-48104","825 Tappan Ave, Ann Arbor, MI 48104",825 Tappan Ave,,Ann Arbor,MI,48104,42.271768,-83.737812,Apartment,0.0,1.0,,,1910.0,,,,,,
"813-819-S-Main-St,-Ann-Arbor,-MI-48104","813-819 S Main St, Ann Arbor, MI 48104",813-819 S Main St,,Ann Arbor,MI,48104,42.26496,-83.75021,Apartment,2.0,1.0,,,,,,,,,
"630-Packard-St,-Ann-Arbor,-MI-48104","630 Packard St, Ann Arbor, MI 48104",630 Packard St,,Ann Arbor,MI,48104,42.270971,-83.740848,Apartment,0.0,1.0,,,1920.0,,,,,,
"1338-Washtenaw-Ave,-Ann-Arbor,-MI-48104","1338 Washtenaw Ave, Ann Arbor, MI 48104",1338 Washtenaw Ave,,Ann Arbor,MI,48104,42.275361,-83.732131,Apartment,0.0,1.0,,,,,,,,,
"335-S-Division-St,-Apt-1,-Ann-Arbor,-MI-48104","335 S Division St, Apt 1, Ann Arbor, MI 48104",335 S Division St,Apt 1,Ann Arbor,MI,48104,42.278256,-83.74384,Condo,6.0,3.0,,,,,,,,,
"332-E-William-St,-Ann-Arbor,-MI-48104","332 E William St, Ann Arbor, MI 48104",332 E William St,,Ann Arbor,MI,48104,42.277671,-83.744528,Apartment,1.0,1.0,615.0,,1925.0,,,,,,
"315-Catherine-St,-Ann-Arbor,-MI-48104","315 Catherine St, Ann Arbor, MI 48104",315 Catherine St,,Ann Arbor,MI,48104,42.283283,-83.745482,Apartment,2.0,1.0,,,1965.0,,,,,,
"220-W-Ann-St,-Apt-3,-Ann-Arbor,-MI-48104","220 W Ann St, Apt 3, Ann Arbor, MI 48104",220 W Ann St,Apt 3,Ann Arbor,MI,48104,42.282505,-83.750022,Condo,3.0,2.0,,,,,,,,,
"551-S-Fourth-Ave,-Ann-Arbor,-MI-48104","551 S Fourth Ave, Ann Arbor, MI 48104",551 S Fourth Ave,,Ann Arbor,MI,48104,42.27448,-83.747244,Apartment,0.0,1.0,,,,,,,,,
"511-Hill-St,-Ann-Arbor,-MI-48104","511 Hill St, Ann Arbor, MI 48104",511 Hill St,,Ann Arbor,MI,48104,42.272016,-83.742818,Apartment,5.0,2.0,,5227.0,1910.0,,"{'2019': {'year': 2019, 'value': 247000, 'land': 247000}}","{'2018': {'year': 2018, 'total': 8486}}",,"{'names': ['ISLAND SHORE INVESTMENTS, L L C'], 'mailingAddress': {'id': '608-Packard-St,-Ann-Arbor,-MI-48104', 'addressLine1': '608 Packard St', 'addressLine2': None, 'city': 'Ann Arbor', 'state': 'MI', 'stateFips': '26', 'zipCode': '48104'}}",False
"602-Catherine-St,-Ann-Arbor,-MI-48104","602 Catherine St, Ann Arbor, MI 48104",602 Catherine St,,Ann Arbor,MI,48104,42.282769,-83.741807,Apartment,0.0,1.0,,,,,,,,,
"518-E-William-St,-Ann-Arbor,-MI-48104","518 E William St, Ann Arbor, MI 48104",518 E William St,,Ann Arbor,MI,48104,42.277652,-83.742264,Apartment,1.0,1.0,450.0,,1965.0,,,,,,
"308-Packard-St,-Ann-Arbor,-MI-48104","308 Packard St, Ann Arbor, MI 48104",308 Packard St,,Ann Arbor,MI,48104,42.275314,-83.746127,Apartment,1.0,1.0,,,,,,,,,
"507-Church-St,-Ann-Arbor,-MI-48104","507 Church St, Ann Arbor, MI 48104",507 Church St,,Ann Arbor,MI,48104,42.27659,-83.734478,Single Family,2.0,1.0,,,,,,,,,
"418-E-Washington-St,-Ann-Arbor,-MI-48104","418 E Washington St, Ann Arbor, MI 48104",418 E Washington St,,Ann Arbor,MI,48104,42.280209,-83.743132,Apartment,1.0,1.0,,,,,,,,,
"802-Monroe-St,-Ann-Arbor,-MI-48104","802 Monroe St, Ann Arbor, MI 48104",802 Monroe St,,Ann Arbor,MI,48104,42.273114,-83.739221,Apartment,3.0,1.0,,,,,,,,,
"822-Arch-St,-Ann-Arbor,-MI-48104","822 Arch St, Ann Arbor, MI 48104",822 Arch St,,Ann Arbor,MI,48104,42.26955,-83.738751,Apartment,0.0,1.0,,,,,,,,,
"526-Packard-St,-Ann-Arbor,-MI-48104","526 Packard St, Ann Arbor, MI 48104",526 Packard St,,Ann Arbor,MI,48104,42.272306,-83.742611,Apartment,1.0,1.0,,,,,,,,,
"521-N-Division-St,-Apt-4,-Ann-Arbor,-MI-48104","521 N Division St, Apt 4, Ann Arbor, MI 48104",521 N Division St,Apt 4,Ann Arbor,MI,48104,42.285455,-83.743631,Multi-Family,1.0,1.0,,,,,,,,,
"511-E-Hoover-Ave,-Ann-Arbor,-MI-48104","511 E Hoover Ave, Ann Arbor, MI 48104",511 E Hoover Ave,,Ann Arbor,MI,48104,42.269903,-83.742671,Condo,1.0,1.0,,,,,,,,,
"909-Packard-St,-Ann-Arbor,-MI-48104","909 Packard St, Ann Arbor, MI 48104",909 Packard St,,Ann Arbor,MI,48104,42.268441,-83.737437,Multi-Family,12.0,3.0,4168.0,9583.0,2007.0,,,,,,
"911-S-Forest-Ave,-Ann-Arbor,-MI-48104","911 S Forest Ave, Ann Arbor, MI 48104",911 S Forest Ave,,Ann Arbor,MI,48104,42.271107,-83.733406,Apartment,2.0,1.0,,,,,,,,,
"521-Walnut-St,-Ann-Arbor,-MI-48104","521 Walnut St, Ann Arbor, MI 48104",521 Walnut St,,Ann Arbor,MI,48104,42.275949,-83.72913,Apartment,2.0,1.0,,,,,,,,,
"801-W-Madison-St,-Ann-Arbor,-MI-48103","801 W Madison St, Ann Arbor, MI 48103",801 W Madison St,,Ann Arbor,MI,48103,42.273941,-83.757199,Apartment,2.0,1.0,645.0,,,,,,,,
"401-Lawrence-St,-Apt-4,-Ann-Arbor,-MI-48104","401 Lawrence St, Apt 4, Ann Arbor, MI 48104",401 Lawrence St,Apt 4,Ann Arbor,MI,48104,42.284044,-83.743408,Condo,0.0,1.0,,,,,,,,,
"618-Packard-St,-Ann-Arbor,-MI-48104","618 Packard St, Ann Arbor, MI 48104",618 Packard St,,Ann Arbor,MI,48104,42.271371,-83.741147,Apartment,0.0,1.0,,,1925.0,,,,,,
"921-Mary-St,-Ann-Arbor,-MI-48104","921 Mary St, Ann Arbor, MI 48104",921 Mary St,,Ann Arbor,MI,48104,42.270391,-83.741469,Apartment,3.0,2.0,,,,,,,,,
"625-Church-St,-Ann-Arbor,-MI-48104","625 Church St, Ann Arbor, MI 48104",625 Church St,,Ann Arbor,MI,48104,42.274125,-83.734278,Apartment,0.0,1.0,,,,,,,,,
"322-N-State-St,-Ann-Arbor,-MI-48104","322 N State St, Ann Arbor, MI 48104",322 N State St,,Ann Arbor,MI,48104,42.2832,-83.74095,Apartment,1.0,1.0,,,,,,,,,
"1223-Hill-St,-Ann-Arbor,-MI-48104","1223 Hill St, Ann Arbor, MI 48104",1223 Hill St,,Ann Arbor,MI,48104,42.272216,-83.734213,Apartment,1.0,1.0,,,,,,,,,
"339-S-Division-St,-Apt-5,-Ann-Arbor,-MI-48104","339 S Division St, Apt 5, Ann Arbor, MI 48104",339 S Division St,Apt 5,Ann Arbor,MI,48104,42.278149,-83.743805,Condo,3.0,1.0,,,,,,,,,
"209-N-Ingalls-St,-Ann-Arbor,-MI-48104","209 N Ingalls St, Ann Arbor, MI 48104",209 N Ingalls St,,Ann Arbor,MI,48104,42.28224,-83.738552,Apartment,1.0,1.0,,,,,,,,,
"309-E-Jefferson-St,-Apt-2,-Ann-Arbor,-MI-48104","309 E Jefferson St, Apt 2, Ann Arbor, MI 48104",309 E Jefferson St,Apt 2,Ann Arbor,MI,48104,42.276246,-83.745827,Apartment,6.0,2.0,,,,,,,,,
"1219-S-State-St,-Ann-Arbor,-MI-48104","1219 S State St, Ann Arbor, MI 48104",1219 S State St,,Ann Arbor,MI,48104,42.266599,-83.740229,Apartment,2.0,1.0,,,,,,,,,
"1010-Catherine-St,-Ann-Arbor,-MI-48104","1010 Catherine St, Ann Arbor, MI 48104",1010 Catherine St,,Ann Arbor,MI,48104,42.282964,-83.736947,Apartment,2.0,1.0,,,,,,,,,
"915-Oakland-Ave,-Apt-1,-Ann-Arbor,-MI-48104","915 Oakland Ave, Apt 1, Ann Arbor, MI 48104",915 Oakland Ave,Apt 1,Ann Arbor,MI,48104,42.270597,-83.738411,Condo,6.0,2.0,,,,,,,,,
"1100-S-Forest-Ave,-Ann-Arbor,-MI-48104","1100 S Forest Ave, Ann Arbor, MI 48104",1100 S Forest Ave,,Ann Arbor,MI,48104,42.268948,-83.733444,Apartment,1.0,1.0,,,,,,,,,
"909-Mary-St,-Ann-Arbor,-MI-48104","909 Mary St, Ann Arbor, MI 48104",909 Mary St,,Ann Arbor,MI,48104,42.270782,-83.741379,Single Family,6.0,3.0,2084.0,6098.0,1901.0,"{'fireplace': True, 'foundationType': 'Brick', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 11, 'unitCount': 1, 'cooling': True, 'coolingType': 'Commercial', 'floorCount': 2, 'garage': True, 'garageType': 'Garage'}","{'2019': {'year': 2019, 'value': 221300, 'land': 221300}, '2024': {'year': 2024, 'value': 296100}}","{'2018': {'year': 2018, 'total': 7410}, '2023': {'year': 2023, 'total': 8960}}",R4C,"{'names': ['QUIT CLAIM TO STATE PACKARD LLC'], 'type': 'Organization', 'mailingAddress': {'id': 'PO-BOX-1574,-Arroyo-Grande,-CA-93421', 'formattedAddress': 'PO BOX 1574, Arroyo Grande, CA 93421', 'addressLine1': 'PO BOX 1574', 'addressLine2': None, 'city': 'Arroyo Grande', 'state': 'CA', 'stateFips': '06', 'zipCode': '93421'}}",False
"513-Elm-St,-Ann-Arbor,-MI-48104","513 Elm St, Ann Arbor, MI 48104",513 Elm St,,Ann Arbor,MI,48104,42.27644,-83.730118,Apartment,2.0,1.0,,,,,,,,,
"408-Hill-St,-Ann-Arbor,-MI-48104","408 Hill St, Ann Arbor, MI 48104",408 Hill St,,Ann Arbor,MI,48104,42.268295,-83.740209,Apartment,1.0,1.0,,,1965.0,,,,,,
"809-E-Kingsley-St,-Ann-Arbor,-MI-48104","809 E Kingsley St, Ann Arbor, MI 48104",809 E Kingsley St,,Ann Arbor,MI,48104,42.285245,-83.739353,Apartment,1.0,1.0,,,,,,,,,
"730-S-State-St,-Ann-Arbor,-MI-48104","730 S State St, Ann Arbor, MI 48104",730 S State St,,Ann Arbor,MI,48104,42.272233,-83.740975,Multi-Family,6.0,2.0,,,1885.0,,,,,,
"805-E-Huron-St,-Ann-Arbor,-MI-48104","805 E Huron St, Ann Arbor, MI 48104",805 E Huron St,,Ann Arbor,MI,48104,42.281473,-83.739301,Single Family,3.0,2.0,,,,,,,,,
"320-S-Division-St,-Ann-Arbor,-MI-48104","320 S Division St, Ann Arbor, MI 48104",320 S Division St,,Ann Arbor,MI,48104,42.278799,-83.744421,Apartment,0.0,1.0,500.0,,,,,,,,
"826-Mckinley-Ave,-Ann-Arbor,-MI-48104","826 Mckinley Ave, Ann Arbor, MI 48104",826 Mckinley Ave,,Ann Arbor,MI,48104,42.267663,-83.737769,Single Family,1.0,1.0,,,,,,,,,
"1352-Wilmot-Ct,-Ann-Arbor,-MI-48104","1352 Wilmot Ct, Ann Arbor, MI 48104",1352 Wilmot Ct,,Ann Arbor,MI,48104,42.276304,-83.730872,Apartment,0.0,1.0,,,,,,,,,
"426-S-Division-St,-Ann-Arbor,-MI-48104","426 S Division St, Ann Arbor, MI 48104",426 S Division St,,Ann Arbor,MI,48104,42.276956,-83.744547,Apartment,0.0,1.0,,,,,,,,,
"601-E-William-St,-Ann-Arbor,-MI-48104","601 E William St, Ann Arbor, MI 48104",601 E William St,,Ann Arbor,MI,48104,42.277937,-83.741805,Apartment,1.0,1.0,,,,,,,,,
"713-Catherine-St,-Ann-Arbor,-MI-48104","713 Catherine St, Ann Arbor, MI 48104",713 Catherine St,,Ann Arbor,MI,48104,42.283195,-83.740255,Apartment,1.0,1.0,,,,,,,,,
"1288-Broadway-St,-Ann-Arbor,-MI-48105","1288 Broadway St, Ann Arbor, MI 48105",1288 Broadway St,,Ann Arbor,MI,48105,42.290932,-83.734414,Apartment,4.0,3.0,,,,,,,,,
"711-E-Ann-St,-Ann-Arbor,-MI-48104","711 E Ann St, Ann Arbor, MI 48104",711 E Ann St,,Ann Arbor,MI,48104,42.28221,-83.740758,Apartment,2.0,1.0,,,,,,,,,
"520-N-Ashley-St,-Ann-Arbor,-MI-48103","520 N Ashley St, Ann Arbor, MI 48103",520 N Ashley St,,Ann Arbor,MI,48103,42.285637,-83.749199,Townhouse,1.0,1.0,,,1972.0,,,,,,
"1014-Church-St,-Ann-Arbor,-MI-48104","1014 Church St, Ann Arbor, MI 48104",1014 Church St,,Ann Arbor,MI,48104,42.269549,-83.734799,Apartment,0.0,1.0,,,1965.0,,,,,,
"1346-Geddes-Ave,-Ann-Arbor,-MI-48104","1346 Geddes Ave, Ann Arbor, MI 48104",1346 Geddes Ave,,Ann Arbor,MI,48104,42.277157,-83.73151,Apartment,3.0,1.0,,,,,,,,,
"311-Thompson-St,-Ann-Arbor,-MI-48104","311 Thompson St, Ann Arbor, MI 48104",311 Thompson St,,Ann Arbor,MI,48104,42.279116,-83.743114,Apartment,1.0,1.0,,,,,,,,,
"727-E-Kingsley-St,-Ann-Arbor,-MI-48104","727 E Kingsley St, Ann Arbor, MI 48104",727 E Kingsley St,,Ann Arbor,MI,48104,42.284933,-83.739684,Apartment,2.0,1.0,,,1965.0,,,,,,
"315-S-Division-St,-Ann-Arbor,-MI-48104","315 S Division St, Ann Arbor, MI 48104",315 S Division St,,Ann Arbor,MI,48104,42.27921,-83.74405,Apartment,0.0,1.0,390.0,,,,,,,,
"802-Oakland-Ave,-Ann-Arbor,-MI-48104","802 Oakland Ave, Ann Arbor, MI 48104",802 Oakland Ave,,Ann Arbor,MI,48104,42.271813,-83.739555,Multi-Family,,,,,1895.0,,,,,,
"217-Packard,-Ann-Arbor,-MI-48104","217 Packard, Ann Arbor, MI 48104",217 Packard,,Ann Arbor,MI,48104,42.276073,-83.746941,Apartment,4.0,4.0,,,,,,,,,
"423-425-Hamilton-Pl,-Ann-Arbor,-MI-48104","423-425 Hamilton Pl, Ann Arbor, MI 48104",423-425 Hamilton Pl,,Ann Arbor,MI,48104,42.277069,-83.744968,Apartment,0.0,1.0,,,,,,,,,
"1335-Geddes-Ave,-Ann-Arbor,-MI-48104","1335 Geddes Ave, Ann Arbor, MI 48104",1335 Geddes Ave,,Ann Arbor,MI,48104,42.277561,-83.732269,Apartment,2.0,1.0,,,,,,,,,
"1327-Wilmot,-Ann-Arbor,-MI-48104","1327 Wilmot, Ann Arbor, MI 48104",1327 Wilmot,,Ann Arbor,MI,48104,42.276445,-83.730847,Apartment,2.0,1.0,,,,,,,,,
"539-Packard-St,-Ann-Arbor,-MI-48104","539 Packard St, Ann Arbor, MI 48104",539 Packard St,,Ann Arbor,MI,48104,42.272378,-83.741867,Apartment,3.0,2.0,,,,,,,,,
"1014-Granger-Ave,-Ann-Arbor,-MI-48104","1014 Granger Ave, Ann Arbor, MI 48104",1014 Granger Ave,,Ann Arbor,MI,48104,42.264072,-83.73716,Apartment,2.0,1.0,,,,,,,,,
"503-Church-St,-Ann-Arbor,-MI-48104","503 Church St, Ann Arbor, MI 48104",503 Church St,,Ann Arbor,MI,48104,42.276656,-83.734368,Apartment,0.0,1.0,,,,,,,,,
"602-Monroe-St,-Ann-Arbor,-MI-48104","602 Monroe St, Ann Arbor, MI 48104",602 Monroe St,,Ann Arbor,MI,48104,42.273014,-83.741857,Apartment,1.0,1.0,,,,,,,,,
"908-Sybil-St,-Ann-Arbor,-MI-48104","908 Sybil St, Ann Arbor, MI 48104",908 Sybil St,,Ann Arbor,MI,48104,42.270555,-83.743416,Apartment,2.0,1.0,,,1965.0,,,,,,
"1026-Vaughn-St,-Ann-Arbor,-MI-48104","1026 Vaughn St, Ann Arbor, MI 48104",1026 Vaughn St,,Ann Arbor,MI,48104,42.26877,-83.736364,Apartment,2.0,1.0,,,1965.0,,,,,,
"817-Arch-St,-Ann-Arbor,-MI-48104","817 Arch St, Ann Arbor, MI 48104",817 Arch St,,Ann Arbor,MI,48104,42.269737,-83.738899,Apartment,2.0,1.0,,,1965.0,,,,,,
"200-N-State-St,-Ann-Arbor,-MI-48104","200 N State St, Ann Arbor, MI 48104",200 N State St,,Ann Arbor,MI,48104,42.28223,-83.74092,Apartment,1.0,1.0,,,,,,,,,
"401-W-Hoover-Ave,-Ann-Arbor,-MI-48103","401 W Hoover Ave, Ann Arbor, MI 48103",401 W Hoover Ave,,Ann Arbor,MI,48103,42.269195,-83.75249,Apartment,1.0,1.0,,,1937.0,,,,,,
"414-S-Division-St,-Ann-Arbor,-MI-48104","414 S Division St, Ann Arbor, MI 48104",414 S Division St,,Ann Arbor,MI,48104,42.277276,-83.744531,Apartment,0.0,1.0,,,1908.0,,,,,,
"907-E-Huron-St,-Ann-Arbor,-MI-48104","907 E Huron St, Ann Arbor, MI 48104",907 E Huron St,,Ann Arbor,MI,48104,42.281358,-83.738028,Single Family,6.0,1.5,3080.0,3136.0,1997.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Concrete', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 10, 'unitCount': 1}","{'2024': {'year': 2024, 'value': 387700}}","{'2023': {'year': 2023, 'total': 9914}}",R4C,"{'names': ['MAGOON,TR'], 'mailingAddress': {'id': '2511-S-State-St,-Ann-Arbor,-MI-48104', 'formattedAddress': '2511 S State St, Ann Arbor, MI 48104', 'addressLine1': '2511 S State St', 'addressLine2': None, 'city': 'Ann Arbor', 'state': 'MI', 'stateFips': '26', 'zipCode': '48104'}}",False
"425-Hill-St,-Ann-Arbor,-MI-48104","425 Hill St, Ann Arbor, MI 48104",425 Hill St,,Ann Arbor,MI,48104,42.27179,-83.74415,Apartment,2.0,1.0,,,,,,,,,
"442-3rd-St,-Ann-Arbor,-MI-48103","442 3rd St, Ann Arbor, MI 48103",442 3rd St,,Ann Arbor,MI,48103,42.27654,-83.753929,Apartment,2.0,1.0,,,1967.0,,,,,,
"1121-Church-St,-Ann-Arbor,-MI-48104","1121 Church St, Ann Arbor, MI 48104",1121 Church St,,Ann Arbor,MI,48104,42.2685,-83.734108,Single Family,9.0,2.5,2925.0,6578.0,1915.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Concrete', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 16, 'unitCount': 1}","{'2023': {'year': 2023, 'value': 276700}, '2024': {'year': 2024, 'value': 319000}}","{'2022': {'year': 2022, 'total': 7183}, '2023': {'year': 2023, 'total': 9901}}",R4C,"{'names': ['1121-1123 CHURCH LLC'], 'type': 'Organization', 'mailingAddress': {'id': '1207-Packard-St,---N-2,-Ann-Arbor,-MI-48104', 'formattedAddress': '1207 Packard St, # N-2, Ann Arbor, MI 48104', 'addressLine1': '1207 Packard St', 'addressLine2': '# N-2', 'city': 'Ann Arbor', 'state': 'MI', 'stateFips': '26', 'zipCode': '48104'}}",False
"508-N-4th-Ave,-Ann-Arbor,-MI-48104","508 N 4th Ave, Ann Arbor, MI 48104",508 N 4th Ave,,Ann Arbor,MI,48104,42.285225,-83.74679,Single Family,3.0,2.0,1856.0,5532.0,1901.0,"{'fireplace': True, 'floorCount': 2, 'foundationType': 'Brick', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 7, 'unitCount': 1}","{'2024': {'year': 2024, 'value': 196900}}","{'2023': {'year': 2023, 'total': 6299}}",R4C,"{'names': ['Samuel L Perry', 'Pattie R Perry'], 'type': 'Individual', 'mailingAddress': {'id': 'PO-BOX-7222,-Ann-Arbor,-MI-48107', 'formattedAddress': 'PO BOX 7222, Ann Arbor, MI 48107', 'addressLine1': 'PO BOX 7222', 'addressLine2': None, 'city': 'Ann Arbor', 'state': 'MI', 'stateFips': '26', 'zipCode': '48107'}}",False
"1825-Hill-St,-Ann-Arbor,-MI-48104","1825 Hill St, Ann Arbor, MI 48104",1825 Hill St,,Ann Arbor,MI,48104,42.273699,-83.724875,Single Family,3.0,2.0,1181.0,3920.0,1925.0,"{'fireplace': True, 'floorCount': 2, 'foundationType': 'Concrete', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 8, 'unitCount': 1}","{'2024': {'year': 2024, 'value': 205900}}","{'2023': {'year': 2023, 'total': 12406}}",R2B,"{'names': ['CHURCHILL LLC'], 'type': 'Organization', 'mailingAddress': {'id': '618-Church-St,-Ann-Arbor,-MI-48104', 'formattedAddress': '618 Church St, Ann Arbor, MI 48104', 'addressLine1': '618 Church St', 'addressLine2': None, 'city': 'Ann Arbor', 'state': 'MI', 'stateFips': '26', 'zipCode': '48104'}}",False
"321-S-Division-St,-Ann-Arbor,-MI-48104","321 S Division St, Ann Arbor, MI 48104",321 S Division St,,Ann Arbor,MI,48104,42.278975,-83.743981,Apartment,0.0,1.0,,,,,,,,,
"324-Thompson-St,-Ann-Arbor,-MI-48104","324 Thompson St, Ann Arbor, MI 48104",324 Thompson St,,Ann Arbor,MI,48104,42.278912,-83.743448,Apartment,0.0,1.0,,,1901.0,,,,,,
"728-S-Main-St,-Ann-Arbor,-MI-48104","728 S Main St, Ann Arbor, MI 48104",728 S Main St,,Ann Arbor,MI,48104,42.271754,-83.750167,Apartment,1.0,1.0,,,,,,,,,
"315-N-Thayer-St,-Ann-Arbor,-MI-48104","315 N Thayer St, Ann Arbor, MI 48104",315 N Thayer St,,Ann Arbor,MI,48104,42.283493,-83.740022,Apartment,1.0,1.0,,,1883.0,,,,,,
"508-S-Division-St,-Ann-Arbor,-MI-48104","508 S Division St, Ann Arbor, MI 48104",508 S Division St,,Ann Arbor,MI,48104,42.275819,-83.744608,Apartment,0.0,1.0,,,,,,,,,
"422-Hamilton-Pl,-Ann-Arbor,-MI-48104","422 Hamilton Pl, Ann Arbor, MI 48104",422 Hamilton Pl,,Ann Arbor,MI,48104,42.277141,-83.745452,Apartment,2.0,1.0,,,,,,,,,
"110-Hill-St,-Ann-Arbor,-MI-48104","110 Hill St, Ann Arbor, MI 48104",110 Hill St,,Ann Arbor,MI,48104,42.271416,-83.749161,Apartment,2.0,1.0,,,,,,,,,
"404-N-Thayer-St,-Ann-Arbor,-MI-48104","404 N Thayer St, Ann Arbor, MI 48104",404 N Thayer St,,Ann Arbor,MI,48104,42.28418,-83.739574,Apartment,3.0,1.0,,,,,,,,,
"323-Packard-St,-Ann-Arbor,-MI-48104","323 Packard St, Ann Arbor, MI 48104",323 Packard St,,Ann Arbor,MI,48104,42.274769,-83.74496,Apartment,1.0,1.0,,,,,,,,,
"123-N-State-St,-Ann-Arbor,-MI-48104","123 N State St, Ann Arbor, MI 48104",123 N State St,,Ann Arbor,MI,48104,42.281883,-83.741149,Apartment,2.0,1.0,,,1901.0,,,,,,
"904-S-State-St,-Ann-Arbor,-MI-48104","904 S State St, Ann Arbor, MI 48104",904 S State St,,Ann Arbor,MI,48104,42.270682,-83.740965,Apartment,0.0,1.0,300.0,,1966.0,,,,,,
"922-S-State-St,-Apt-1,-Ann-Arbor,-MI-48104","922 S State St, Apt 1, Ann Arbor, MI 48104",922 S State St,Apt 1,Ann Arbor,MI,48104,42.270163,-83.740613,Condo,3.0,1.0,,,,,,,,,
"2225-S-State-St,-Ann-Arbor,-MI-48104","2225 S State St, Ann Arbor, MI 48104",2225 S State St,,Ann Arbor,MI,48104,42.25467,-83.73788,Apartment,3.0,2.0,1172.0,,2016.0,,,,,,
"723-W-Madison-St,-Ann-Arbor,-MI-48103","723 W Madison St, Ann Arbor, MI 48103",723 W Madison St,,Ann Arbor,MI,48103,42.27365,-83.757039,Apartment,2.0,1.0,,,,,,,,,
